price,price_per_person,price_bucket,minimum_nights,availability_365,instant_bookable,property_type,room_type,room_type_category,accommodates,bedrooms,beds,neighbourhood_cleansed,is_central,latitude,longitude,host_is_superhost,host_experience_level,host_response_rate,host_acceptance_rate,host_since,first_review,last_review,review_scores_cleanliness,review_scores_rating,rating_category,number_of_reviews,reviews_per_month,days_since_last_review,review_scores_checkin,review_scores_communication,review_scores_location,listing_age_days,has_wifi,has_kitchen,has_ac,has_breakfast,has_elevator,has_pool
550.0,275.0,Budget,1,358,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Vadhana,1,13.73946,100.59167,1.0,Expert,98.0,99.0,2015-07-09,2023-05-29,2024-10-24,4.45,4.82,Excellent,11,0.57,207.0,4.91,4.91,4.64,721,1,0,1,0,0,0
451.0,225.5,Budget,1,324,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Vadhana,1,13.74127669776054,100.59057768138616,1.0,Expert,98.0,99.0,2015-07-09,2023-04-18,2024-11-14,4.56,4.72,Good,18,0.87,186.0,4.72,4.78,4.44,762,1,0,1,0,0,0
451.0,225.5,Budget,1,348,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Vadhana,1,13.73914,100.59144,1.0,Expert,98.0,99.0,2015-07-09,2023-06-08,2024-11-28,4.75,4.92,Excellent,12,0.63,172.0,4.92,4.83,4.67,711,1,0,1,0,0,0
800.0,400.0,Budget,2,263,1,Private room in townhouse,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.748597420558994,100.49808461643188,1.0,Intermediate,100.0,100.0,2023-03-27,2023-06-15,2024-12-25,4.98,4.92,Excellent,127,6.79,145.0,4.9,4.97,4.83,704,1,1,0,0,0,0
1200.0,600.0,Affordable,4,320,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.751679429829526,100.58229380205374,1.0,Expert,100.0,100.0,2021-11-22,2023-04-26,2024-11-09,4.93,5.0,Excellent,15,0.74,191.0,5.0,4.93,4.71,754,1,1,1,0,1,0
3371.0,1685.5,Standard,1,69,1,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.72415,100.56154,0.0,Expert,100.0,100.0,2015-06-06,2023-05-15,2024-06-23,4.94,4.88,Excellent,51,2.58,330.0,4.88,4.86,4.8,735,1,1,1,0,0,1
570.0,285.0,Budget,20,330,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Chatu Chak,0,13.80412,100.57066,1.0,Expert,100.0,93.0,2013-04-14,2023-05-27,2024-11-22,5.0,4.89,Excellent,9,0.47,178.0,5.0,4.89,4.78,723,1,1,0,0,1,0
990.0,247.5,Budget,2,170,0,Private room in condo,Private room,Private,4,2.0,2.0,Chom Thong,0,13.712050215438476,100.46282474454414,0.0,Expert,100.0,100.0,2015-08-12,2023-06-03,2024-11-14,4.5,4.5,Good,2,0.1,186.0,5.0,5.0,4.0,716,1,1,1,0,0,1
4400.0,880.0,Standard,1,153,1,Entire rental unit,Entire home/apt,Entire,5,2.0,3.0,Huai Khwang,1,13.760845216910122,100.5703684317158,0.0,Expert,100.0,100.0,2017-06-06,2023-04-17,2024-12-08,4.38,4.54,Good,26,1.26,162.0,4.58,4.81,4.62,763,1,1,1,0,1,1
419.0,209.5,Budget,1,363,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Lat Krabang,0,13.70883,100.83277,0.0,Intermediate,0.0,0.0,2023-04-02,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,0
2069.0,1034.5,Affordable,1,304,0,Private room in home,Private room,Private,2,1.0,1.0,Dusit,0,13.7770109,100.5026439,1.0,Intermediate,100.0,97.0,2023-03-09,2024-02-06,2024-02-06,5.0,5.0,Excellent,1,0.09,468.0,5.0,5.0,5.0,468,1,1,1,0,0,0
4057.0,2028.5,Standard,3,359,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.737882,100.56618,0.0,Intermediate,100.0,100.0,2022-11-13,2023-05-09,2024-12-24,4.63,4.79,Good,52,2.61,146.0,4.73,4.88,4.79,741,1,1,1,0,1,0
2750.0,1375.0,Affordable,21,101,1,Entire rental unit,Entire home/apt,Entire,2,1.0,2.0,Vadhana,1,13.74062,100.58953,0.0,Expert,100.0,100.0,2018-07-03,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,1,1
2143.0,1071.5,Affordable,4,287,0,Private room in guest suite,Private room,Private,2,1.0,2.0,Khlong Toei,1,13.728565179886075,100.57210190041134,1.0,Expert,100.0,100.0,2015-01-30,2023-12-09,2024-12-19,4.87,5.0,Excellent,23,1.8,151.0,5.0,4.96,4.96,527,1,0,1,0,0,0
2400.0,1200.0,Affordable,28,365,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.740009102037677,100.58628059366993,,Intermediate,85.0,29.0,2022-10-11,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
580.0,580.0,Budget,30,124,0,Entire condo,Entire home/apt,Entire,1,1.0,1.0,Bang Khae,0,13.6987807,100.420955,1.0,Expert,100.0,97.0,2022-06-25,2023-05-12,2024-12-16,4.86,5.0,Excellent,7,0.35,154.0,5.0,4.86,4.57,738,0,1,0,0,0,0
843.0,421.5,Budget,1,164,1,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Don Mueang,0,13.930847103835864,100.58039805872193,1.0,Intermediate,100.0,99.0,2022-10-25,2023-06-02,2024-12-16,4.77,4.77,Good,53,2.77,154.0,4.85,4.87,4.62,717,1,0,0,0,0,0
1186.0,395.3333333333333,Affordable,30,89,0,Entire rental unit,Entire home/apt,Entire,3,2.0,2.0,Vadhana,1,13.710641144393614,100.60301389792642,0.0,Intermediate,0.0,99.0,2023-04-08,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,0,1,1,0,0,0
760.0,380.0,Budget,30,333,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.77214,100.57909,0.0,Expert,10.0,77.0,2018-11-21,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
1515.0,757.5,Affordable,1,292,0,Private room in home,Private room,Private,2,1.0,1.0,Vadhana,1,13.736569781523093,100.5852987851471,1.0,Expert,100.0,99.0,2014-09-04,2023-05-06,2024-11-30,4.89,4.89,Excellent,76,3.79,170.0,4.87,4.93,4.76,744,1,1,1,0,0,0
600.0,300.0,Budget,2,282,1,Private room in townhouse,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.746764142135207,100.49612683152051,1.0,Intermediate,100.0,100.0,2023-03-27,2023-04-25,2024-12-15,4.91,4.86,Excellent,127,6.23,155.0,4.95,4.97,4.91,755,1,1,0,0,0,0
1900.0,950.0,Affordable,30,134,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bueng Kum,0,13.84526110171294,100.6474205588416,1.0,Intermediate,100.0,100.0,2022-09-15,2023-07-10,2024-10-25,4.86,5.0,Excellent,7,0.39,206.0,5.0,5.0,4.86,679,1,1,0,0,1,0
8177.0,1168.142857142857,Premium,30,83,0,Entire home,Entire home/apt,Entire,7,6.0,7.0,Bang Kapi,0,13.76909,100.63233,0.0,Expert,100.0,46.0,2022-04-03,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,0,1,1,0,0,0
1500.0,750.0,Affordable,2,67,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.7934722,100.5877227,0.0,Expert,100.0,89.0,2019-11-13,2024-02-07,2024-11-01,4.25,4.0,Fair,4,0.37,199.0,5.0,4.0,4.0,467,1,0,1,0,1,0
585.0,292.5,Budget,1,294,0,Private room in home,Private room,Private,2,1.0,1.0,Vadhana,1,13.736588735396904,100.5852910653174,1.0,Expert,100.0,99.0,2014-09-04,2023-04-18,2024-07-26,4.67,5.0,Excellent,6,0.29,297.0,5.0,5.0,4.83,762,1,1,1,0,0,1
1200.0,600.0,Affordable,29,329,1,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Sathon,1,13.71796,100.52026,1.0,Expert,100.0,100.0,2015-09-26,2023-05-09,2024-08-13,5.0,5.0,Excellent,3,0.15,279.0,5.0,5.0,5.0,741,1,1,0,0,1,0
4179.0,1044.75,Standard,1,168,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.7349431,100.5578683,0.0,Intermediate,100.0,100.0,2022-10-29,2023-04-09,2024-11-17,4.48,4.67,Good,27,1.29,183.0,5.0,4.96,4.85,771,1,1,1,0,1,0
1750.0,583.3333333333334,Affordable,28,54,0,Entire condo,Entire home/apt,Entire,3,2.0,2.0,Vadhana,1,13.745305,100.5741511,0.0,Intermediate,75.0,67.0,2023-04-03,2024-01-30,2024-01-30,5.0,5.0,Excellent,1,0.09,475.0,5.0,5.0,5.0,475,1,1,1,0,1,1
1262.0,631.0,Affordable,5,335,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Kapi,0,13.7453544,100.6121657,0.0,Intermediate,100.0,98.0,2022-11-14,2023-09-20,2024-11-30,4.42,4.83,Excellent,12,0.78,170.0,5.0,4.92,4.5,607,1,1,1,0,0,0
1036.0,518.0,Affordable,2,75,1,Private room in home,Private room,Private,2,1.0,1.0,Khlong Toei,1,13.73523,100.55271,1.0,Expert,100.0,94.0,2015-11-05,2023-05-16,2024-04-27,5.0,4.83,Excellent,6,0.3,387.0,4.83,5.0,4.67,734,1,1,1,0,0,0
1398.0,699.0,Affordable,1,258,1,Private room in bed and breakfast,Private room,Private,2,1.0,1.0,Khlong Toei,1,13.709891153395178,100.57571294282124,1.0,Expert,97.0,94.0,2017-10-18,2024-02-21,2024-02-21,4.0,4.0,Fair,1,0.1,453.0,4.0,5.0,5.0,453,1,1,1,1,0,0
1234.0,1234.0,Affordable,1,258,1,Private room in guesthouse,Private room,Private,1,1.0,1.0,Vadhana,1,13.7371,100.56237,1.0,Expert,97.0,94.0,2017-10-18,2023-10-18,2024-11-06,4.57,4.71,Good,7,0.48,194.0,4.86,5.0,4.71,579,1,1,1,1,0,0
944.0,472.0,Budget,1,238,1,Private room in bed and breakfast,Private room,Private,2,1.0,1.0,Vadhana,1,13.73755372836093,100.56324497040204,1.0,Expert,97.0,94.0,2017-10-18,2023-10-16,2024-06-27,4.62,4.54,Good,13,0.89,326.0,4.62,4.69,4.85,581,1,1,1,1,0,0
1943.0,647.6666666666666,Affordable,3,8,1,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Khlong Toei,1,13.72206047627928,100.57753359531318,1.0,Expert,100.0,100.0,2018-07-21,2023-04-17,2024-11-23,4.76,4.8,Excellent,54,2.61,177.0,4.81,4.93,4.8,763,0,1,1,0,1,0
1250.0,625.0,Affordable,1,348,1,Entire home,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.726285725960834,100.6034692749381,1.0,Expert,100.0,99.0,2016-01-25,2023-07-16,2024-12-03,4.83,4.76,Good,29,1.64,167.0,4.86,4.79,4.59,673,1,0,1,0,0,0
5500.0,687.5,Standard,1,165,0,Entire home,Entire home/apt,Entire,8,4.0,5.0,Vadhana,1,13.720872666003238,100.5903463509262,1.0,Expert,98.0,95.0,2017-09-25,2023-09-18,2023-09-18,4.0,4.0,Fair,1,0.06,609.0,4.0,5.0,3.0,609,1,1,1,0,0,0
24028.0,1716.2857142857142,Luxury,1,194,1,Entire home,Entire home/apt,Entire,14,5.0,7.0,Wang Thong Lang,0,13.75492,100.60046,0.0,Expert,100.0,100.0,2016-09-13,2023-04-17,2024-11-04,4.75,5.0,Excellent,4,0.19,196.0,5.0,5.0,5.0,763,0,1,1,0,0,1
953.0,476.5,Budget,1,346,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Lat Krabang,0,13.720862824356743,100.7563217558197,0.0,Intermediate,100.0,99.0,2023-03-02,2023-04-15,2024-12-15,4.8,4.83,Excellent,117,5.65,155.0,4.77,4.85,4.67,765,1,0,1,0,0,0
2300.0,575.0,Affordable,28,144,0,Entire rental unit,Entire home/apt,Entire,4,1.0,2.0,Vadhana,1,13.709876858634455,100.60233936835203,1.0,Expert,100.0,80.0,2016-09-13,2024-03-01,2024-07-02,4.5,5.0,Excellent,2,0.2,321.0,5.0,5.0,5.0,444,1,1,1,0,1,1
1600.0,800.0,Affordable,29,328,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.7343,100.58238,1.0,Expert,100.0,80.0,2016-09-13,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,1,1
1531.0,306.2,Affordable,1,295,0,Private room in rental unit,Private room,Private,5,1.0,5.0,Lat Krabang,0,13.720483724433654,100.75624665396728,0.0,Intermediate,100.0,99.0,2023-03-02,2023-05-13,2024-12-03,4.84,4.87,Excellent,31,1.57,167.0,4.9,4.9,4.65,737,1,0,1,0,0,0
1020.0,510.0,Affordable,28,77,0,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Bangkok Yai,0,13.73275673883742,100.4721561575724,1.0,Expert,100.0,99.0,2012-02-20,2023-06-28,2024-07-08,5.0,5.0,Excellent,3,0.16,315.0,5.0,5.0,5.0,691,0,1,0,0,1,1
1071.0,267.75,Affordable,20,85,0,Entire rental unit,Entire home/apt,Entire,4,0.0,1.0,Huai Khwang,1,13.7538,100.57603,0.0,Expert,99.0,91.0,2017-05-31,2023-05-06,2024-12-01,4.5,4.25,Fair,16,0.8,169.0,4.19,4.5,4.44,744,1,1,1,0,1,1
10786.0,2696.5,Luxury,1,360,0,Room in hotel,Private room,Private,4,2.0,2.0,Vadhana,1,13.7381497,100.5669474,1.0,Intermediate,97.0,84.0,2022-11-15,2023-04-23,2024-11-18,5.0,4.5,Good,2,0.1,182.0,5.0,5.0,4.5,757,1,1,1,0,1,0
995.0,497.5,Budget,7,335,1,Private room in condo,Private room,Private,2,1.0,1.0,Suanluang,0,13.74470119711249,100.6047760219752,0.0,Expert,91.0,91.0,2022-04-26,2024-03-13,2024-03-13,5.0,5.0,Excellent,1,0.1,432.0,5.0,5.0,5.0,432,1,1,1,0,1,0
2669.0,1334.5,Affordable,5,163,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.74393,100.55625,0.0,Expert,100.0,100.0,2016-03-09,2023-04-16,2024-01-30,4.86,4.57,Good,7,0.34,475.0,5.0,4.86,4.86,764,1,1,1,0,0,1
3034.0,303.4,Standard,1,330,1,Entire home,Entire home/apt,Entire,10,3.0,5.0,Huai Khwang,1,13.775873202894587,100.58034759073912,0.0,Expert,100.0,100.0,2017-12-29,2023-07-11,2024-07-15,4.91,4.82,Excellent,22,1.23,308.0,4.77,4.91,4.68,678,1,1,0,0,0,0
5173.0,369.5,Standard,1,331,1,Entire home,Entire home/apt,Entire,14,5.0,7.0,Din Daeng,0,13.790885,100.572615,0.0,Expert,100.0,100.0,2017-12-29,2023-10-24,2024-11-30,4.62,4.72,Good,50,3.49,170.0,4.86,4.9,4.64,573,0,1,0,0,0,0
5000.0,357.14285714285717,Standard,1,319,1,Entire villa,Entire home/apt,Entire,14,6.0,7.0,Huai Khwang,1,13.7797853,100.5831303,0.0,Expert,100.0,100.0,2017-12-29,2024-08-31,2024-11-30,4.77,4.85,Excellent,13,3.31,170.0,5.0,5.0,4.54,261,1,1,1,0,0,1
490.0,245.0,Budget,32,299,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Phlat,0,13.79953,100.50512,0.0,Expert,100.0,27.0,2020-01-09,2023-06-01,2024-06-02,3.5,5.0,Excellent,2,0.1,351.0,5.0,4.5,5.0,718,1,0,1,0,1,1
2914.0,1457.0,Affordable,5,155,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.735405889622854,100.55894846550004,0.0,Intermediate,100.0,99.0,2023-02-20,2023-05-31,2024-04-04,4.61,4.33,Good,18,0.94,410.0,4.5,4.56,4.5,719,1,1,1,0,0,1
2871.0,717.75,Affordable,21,333,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Chatu Chak,0,13.805486517460784,100.55723132081748,0.0,Intermediate,100.0,100.0,2023-04-04,2023-09-24,2024-10-08,3.8,4.2,Fair,5,0.33,223.0,4.2,3.8,4.8,603,1,1,1,0,1,1
1579.0,789.5,Affordable,1,357,1,Entire rental unit,Entire home/apt,Entire,2,1.0,2.0,Sathon,1,13.712613088866512,100.52132561802864,0.0,Expert,100.0,99.0,2017-07-07,2023-04-07,2024-12-14,4.39,4.55,Good,38,1.81,156.0,4.47,4.55,4.08,773,1,1,1,0,1,0
1915.0,957.5,Affordable,21,142,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.755215681588297,100.56744855617524,1.0,Expert,100.0,99.0,2019-07-06,2024-03-18,2024-03-18,5.0,5.0,Excellent,1,0.11,427.0,5.0,5.0,5.0,427,1,1,1,0,1,1
611.0,203.66666666666666,Budget,1,63,1,Private room in home,Private room,Private,3,1.0,3.0,Phra Nakhon,0,13.7549747,100.500766,,Expert,100.0,100.0,2014-11-23,2023-04-17,2024-11-22,4.61,4.49,Good,67,3.24,178.0,4.63,4.67,4.51,763,1,0,1,0,0,0
800.0,400.0,Budget,28,140,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.70485,100.59169,1.0,Intermediate,100.0,100.0,2023-03-19,2024-07-27,2024-07-27,5.0,5.0,Excellent,1,0.2,296.0,5.0,5.0,5.0,296,1,1,1,0,1,0
2043.0,1021.5,Affordable,7,338,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.75694,100.56736,0.0,Expert,100.0,73.0,2018-11-27,2023-04-20,2024-06-25,4.67,4.56,Good,9,0.44,328.0,4.56,4.44,4.78,760,1,1,1,0,1,1
2700.0,1350.0,Affordable,7,357,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.755075743429533,100.56798887092094,0.0,Expert,100.0,73.0,2018-11-27,2023-04-22,2024-09-10,4.2,4.6,Good,5,0.24,251.0,4.8,4.8,5.0,758,1,1,1,0,1,1
1580.0,790.0,Affordable,2,59,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.75947810070465,100.56844047187006,0.0,Intermediate,100.0,96.0,2023-04-10,2023-04-19,2024-12-22,4.51,4.77,Good,39,1.89,148.0,4.82,4.95,4.87,761,1,1,0,0,1,0
1888.0,944.0,Affordable,1,79,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.7355803,100.5569722,1.0,Expert,100.0,100.0,2015-02-14,2023-04-30,2024-11-08,4.84,4.79,Good,82,4.05,192.0,4.54,4.82,4.89,750,1,1,0,0,1,0
800.0,400.0,Budget,30,365,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Bangkok Yai,0,13.744472808579683,100.4799278511202,0.0,Expert,100.0,88.0,2013-05-27,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
750.0,375.0,Budget,1,365,0,Room in hotel,Private room,Private,2,1.0,1.0,Don Mueang,0,13.950895687866666,100.57950146748584,0.0,Intermediate,100.0,100.0,2023-02-16,2023-10-28,2024-11-09,5.0,5.0,Excellent,2,0.14,191.0,5.0,4.5,4.5,569,1,0,1,0,0,0
2517.0,629.25,Affordable,21,147,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Vadhana,1,13.74292,100.55956,1.0,Expert,100.0,99.0,2019-07-06,2023-06-01,2023-09-02,4.5,4.5,Good,2,0.1,625.0,4.5,5.0,5.0,718,1,1,1,0,1,1
3266.0,1633.0,Standard,1,360,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.715811031116178,100.58596795005325,0.0,Expert,100.0,100.0,2015-12-24,2023-04-16,2024-12-05,4.57,4.64,Good,53,2.56,165.0,4.57,4.81,4.72,764,1,1,1,0,1,0
2150.0,1075.0,Affordable,2,82,0,Entire rental unit,Entire home/apt,Entire,2,1.0,0.0,Khlong Toei,1,13.71053,100.5755,1.0,Intermediate,96.0,92.0,2023-04-04,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,1,1
4500.0,2250.0,Standard,1,63,1,Entire rental unit,Entire home/apt,Entire,2,1.0,0.0,Vadhana,1,13.73863015617428,100.55940629905778,1.0,Intermediate,96.0,92.0,2023-04-04,2023-04-25,2024-11-17,4.93,4.86,Excellent,28,1.37,183.0,4.71,4.86,4.79,755,1,1,1,0,1,1
1120.0,560.0,Affordable,1,361,0,Entire condo,Entire home/apt,Entire,2,1.0,2.0,Phra Khanong,0,13.7041,100.61149,0.0,Expert,86.0,64.0,2018-08-05,2024-01-03,2024-02-03,4.0,4.33,Good,3,0.25,471.0,5.0,5.0,4.67,502,1,0,1,0,1,0
2520.0,315.0,Affordable,3,365,1,Entire home,Entire home/apt,Entire,8,1.0,8.0,Bang Rak,0,13.723257148131768,100.5231985870331,0.0,Intermediate,0.0,99.0,2023-04-05,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
5771.0,1442.75,Standard,5,161,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Vadhana,1,13.744737151512,100.55689353115255,0.0,Intermediate,100.0,99.0,2023-02-20,2023-05-04,2024-11-30,4.79,4.85,Excellent,34,1.69,170.0,4.82,4.71,4.91,746,1,1,1,0,1,0
8000.0,4000.0,Premium,1,271,0,Room in hotel,Private room,Private,2,1.0,2.0,Vadhana,1,13.74281,100.55419,0.0,Expert,100.0,83.0,2020-03-13,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,1
3174.0,1587.0,Standard,5,172,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.74339,100.55543,0.0,Intermediate,100.0,99.0,2023-02-20,2023-04-30,2024-12-09,4.57,4.5,Good,14,0.69,161.0,4.57,4.43,4.5,750,1,1,1,0,1,0
850.0,850.0,Budget,3,90,0,Private room in home,Private room,Private,1,1.0,1.0,Wang Thong Lang,0,13.785957944641204,100.5994540080428,0.0,Expert,33.0,75.0,2014-03-03,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
2229.0,1114.5,Affordable,1,339,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.757605743165952,100.56903300270127,0.0,Expert,100.0,96.0,2019-06-21,2023-05-31,2024-11-17,4.85,4.7,Good,27,1.41,183.0,4.59,4.67,4.81,719,1,0,1,0,0,0
7500.0,1875.0,Premium,1,152,1,Entire rental unit,Entire home/apt,Entire,4,1.0,2.0,Parthum Wan,0,13.738775396332455,100.54124768672231,1.0,Expert,100.0,100.0,2014-10-04,2023-04-17,2024-12-04,4.87,4.87,Excellent,47,2.27,166.0,4.89,4.91,4.87,763,0,1,0,0,1,0
1350.0,675.0,Affordable,58,365,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Parthum Wan,0,13.747816129120544,100.54679382199863,0.0,Expert,98.0,75.0,2017-07-06,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,1,1
1290.0,645.0,Affordable,1,359,0,Room in hotel,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.75962,100.49763,0.0,Expert,75.0,51.0,2015-04-11,2023-04-25,2024-10-31,4.64,4.71,Good,28,1.37,200.0,4.96,4.86,4.57,755,1,0,1,0,0,1
911.0,227.75,Budget,5,101,0,Entire condo,Entire home/apt,Entire,4,1.0,1.0,Bang Sue,0,13.806223684184378,100.52887289864276,1.0,Expert,100.0,99.0,2014-09-30,2023-05-01,2024-12-09,4.57,4.78,Good,37,1.83,161.0,4.54,4.76,4.68,749,0,1,0,0,1,0
1000.0,500.0,Budget,1,350,1,Room in hotel,Private room,Private,2,1.0,1.0,Bang Kapi,0,13.7544276,100.611904,0.0,Expert,90.0,100.0,2022-07-07,2024-11-26,2024-12-04,5.0,5.0,Excellent,2,2.0,166.0,5.0,5.0,5.0,174,1,1,1,0,0,0
3057.0,1528.5,Standard,5,174,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.742692382219843,100.55682518074757,0.0,Intermediate,100.0,99.0,2023-02-20,2023-04-14,2024-01-02,4.93,4.73,Good,15,0.72,503.0,4.93,4.8,4.8,766,1,1,1,0,1,0
490.0,245.0,Budget,31,336,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Phlat,0,13.77596,100.48381,0.0,Expert,100.0,27.0,2020-01-09,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,1,1
495.0,247.5,Budget,30,289,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Phlat,0,13.797467767345276,100.50411719308715,0.0,Expert,100.0,27.0,2020-01-09,2023-08-05,2023-12-31,5.0,4.67,Good,3,0.18,505.0,5.0,5.0,5.0,653,1,0,1,0,1,1
4250.0,850.0,Standard,1,357,1,Entire rental unit,Entire home/apt,Entire,5,2.0,3.0,Huai Khwang,1,13.760851143372946,100.57017685158591,0.0,Expert,99.0,97.0,2019-05-29,2023-05-24,2024-12-15,4.55,4.52,Good,33,1.7,155.0,4.48,4.48,4.61,726,1,1,1,0,1,1
6213.0,1553.25,Premium,2,147,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Vadhana,1,13.73517393488399,100.56728054436648,1.0,Expert,100.0,100.0,2018-10-20,2023-04-15,2024-12-11,4.98,4.91,Excellent,56,2.7,159.0,4.98,4.98,4.91,765,0,1,1,0,1,0
1005.0,502.5,Affordable,2,144,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Huai Khwang,1,13.792395677586605,100.5885154246076,0.0,Expert,100.0,89.0,2019-11-13,2024-02-29,2024-05-30,5.0,5.0,Excellent,2,0.2,354.0,5.0,5.0,5.0,445,1,0,1,0,1,0
1221.0,407.0,Affordable,24,282,1,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Huai Khwang,1,13.753490139352232,100.57333803320144,1.0,Intermediate,100.0,84.0,2023-04-12,2023-06-15,2024-11-29,4.97,4.87,Excellent,31,1.66,171.0,4.9,4.97,4.97,704,1,1,0,0,1,1
4901.0,2450.5,Standard,1,363,1,Private room in rental unit,Private room,Private,2,1.0,1.0,Khlong Toei,1,13.73339,100.564135,0.0,Intermediate,100.0,99.0,2023-04-12,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,0
600.0,300.0,Budget,1,174,0,Private room in home,Private room,Private,2,1.0,1.0,Bang Khae,0,13.71993950041916,100.41408904106744,0.0,Expert,100.0,99.0,2018-08-02,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,0,0,0,0
957.0,478.5,Budget,2,73,0,Private room in shipping container,Private room,Private,2,1.0,1.0,Khlong Toei,1,13.7371,100.5515,1.0,Expert,100.0,94.0,2015-11-05,2023-08-27,2024-12-24,4.92,5.0,Excellent,13,0.8,146.0,4.92,5.0,4.77,631,1,0,1,0,0,0
390.0,390.0,Budget,2,59,0,Shared room in home,Shared room,Shared,1,1.0,4.0,Khlong Toei,1,13.7360771,100.551819,1.0,Intermediate,97.0,100.0,2023-04-10,2023-05-04,2024-11-30,5.0,5.0,Excellent,6,0.3,170.0,5.0,5.0,5.0,746,1,1,1,0,0,0
